id,nom,desserte,pmr,ascenseur,escalator,gid,last_update,last_update_fme,coord1,coord2
2753,"Square Meunier","76A:R",false,false,false,2682,"2021-09-19 02:31:27","2021-09-19 06:00:22",848202.78431033436209,6509279.490957047790289
2795,"St Genis Bellevue","88B:A",true,false,false,2723,"2021-09-19 02:31:27","2021-09-19 06:00:22",840297.200637005735189,6511974.572153413668275
3085,"Vaulx Thibaude","52A:R,C8A:R",true,false,false,2924,"2021-09-19 02:31:27","2021-09-19 06:00:22",849915.568452509120107,6521707.866428697481751
3287,"Georges Roudil","39A:R",true,false,false,3022,"2021-09-19 02:31:27","2021-09-19 06:00:22",846880.383026948315091,6512086.324229865334928
38025,"Flacheres","78B:A",true,false,false,10404,"2021-09-19 02:31:27","2021-09-19 06:00:24",839796.350427853525616,6506309.942596270702779
38294,"La Fouillouse","50A:R,ZI8A:R",false,false,false,9802,"2021-09-19 02:31:27","2021-09-19 06:00:24",854382.773372093332,6511644.731322722509503
38296,"Manissieux Place Balzac","26A:R,50A:R",false,false,false,10748,"2021-09-19 02:31:27","2021-09-19 06:00:24",853925.157625513151288,6513744.100056811235845
38299,"Mermoz - Pinel","1EX:R",false,false,false,10584,"2021-09-19 02:31:27","2021-09-19 06:00:24",846819.166672971099615,6516432.830576718784869
39235,"Bois Comtal","78B:R",true,false,false,2937,"2021-09-19 02:31:27","2021-09-19 06:00:24",840672.773966558976099,6505576.146650343202055
39337,"Billon","15C:R",true,false,false,4534,"2021-09-19 02:31:27","2021-09-19 06:00:24",841762.292393615818582,6509024.791658320464194
45482,"Paul Doumer","12B:A",true,false,false,5014,"2021-09-19 02:31:27","2021-09-19 06:00:24",835353.990616252878681,6513949.241556435823441
45483,"Paul Doumer","12B:R",false,false,false,5015,"2021-09-19 02:31:27","2021-09-19 06:00:24",835361.940439669997431,6513944.178082629106939
45484,"Bernicot","12B:A",false,false,false,5016,"2021-09-19 02:31:27","2021-09-19 06:00:24",837458.392499519861303,6511870.087180614471436
45485,"Bernicot","12B:R",false,false,false,5017,"2021-09-19 02:31:27","2021-09-19 06:00:24",837478.407678857562132,6511873.912693325430155
99,"Ayasse - Yves Farge","34A:R,C7B:R",true,false,false,863,"2021-09-19 02:31:27","2021-09-19 06:00:21",842136.151486268034205,6516800.935890235006809
199,"Berthier","17B:A,46A:A,49A:A,90B:A",true,false,false,10,"2021-09-19 02:31:27","2021-09-19 06:00:21",839840.63433186034672,6517761.514800662174821
392,"Champoulin","72C:R",true,false,false,1078,"2021-09-19 02:31:27","2021-09-19 06:00:21",833474.566549628740177,6519129.44266867917031
397,"Chantabeau","39A:A,GE2A:A",true,false,false,1084,"2021-09-19 02:31:27","2021-09-19 06:00:21",843131.545712525257841,6506329.341122544370592
688,"De Gaulle - Pont SNCF","73D:R,C21A:A",true,false,false,1288,"2021-09-19 02:31:27","2021-09-19 06:00:21",837648.260319677297957,6518788.07579446118325
759,"Dorothee Petit","15C:A,15F:A",true,false,false,1323,"2021-09-19 02:31:27","2021-09-19 06:00:21",841418.345900681917556,6509346.448881481774151
1103,"Grange Rouge - Santy","C25B:R,T36:R",true,false,false,1515,"2021-09-19 02:31:27","2021-09-19 06:00:21",845691.596256968332455,6516441.297892769798636
1179,"Hopital Croix-Rousse","C13B:A,S4A:A,S4A:R",true,false,false,1557,"2021-09-19 02:31:27","2021-09-19 06:00:22",842440.299742193659768,6521850.68219652120024
1180,"Hopital Henry Gabrielle","C10A:A",true,false,false,1563,"2021-09-19 02:31:27","2021-09-19 06:00:22",839622.976119273458607,6511669.744831096380949
1566,"Le Rafour","3A:A",true,false,false,1878,"2021-09-19 02:31:27","2021-09-19 06:00:22",837042.149037301423959,6522806.003375855274498
1663,"Les Dominicaines","15C:A,15F:A,18B:A",false,false,false,1957,"2021-09-19 02:31:27","2021-09-19 06:00:22",841392.097448337357491,6507794.040701179765165
1785,"Lesire","52A:R,C3A:A",true,false,false,2069,"2021-09-19 02:31:27","2021-09-19 06:00:22",848688.452571692876518,6521945.621176733635366
1787,"Letra","84A:A,R2A:A",true,false,false,2070,"2021-09-19 02:31:27","2021-09-19 06:00:22",839134.317737976787612,6527021.422699559479952
2315,"Picard","C12A:R",true,false,false,2417,"2021-09-19 02:31:27","2021-09-19 06:00:22",845140.011224615387619,6513737.510861949063838
2316,"Pierre Audry","66B:A,90B:A,PL3A:A",false,false,false,2418,"2021-09-19 02:31:27","2021-09-19 06:00:22",840552.470526959514245,6519676.540515813976526
2808,"St-Georges","31A:A,C20D:R,C20E:R",true,false,false,2737,"2021-09-19 02:31:27","2021-09-19 06:00:22",841911.050764913670719,6519192.549791540950537
3342,"Square Meunier","112A:R,54A:A",false,false,false,2680,"2021-09-19 02:31:27","2021-09-19 06:00:22",848242.478502177051269,6509164.872301963157952
39936,"Cite Tase","52A:A,68B:A,ZI5B:A",true,false,false,1181,"2021-09-19 02:31:27","2021-09-19 06:00:24",849910.11954487580806,6519483.325034795328975
39974,"Joliot-Curie - M. Sembat","35A:A,79A:R",true,false,false,634,"2021-09-19 02:31:27","2021-09-19 06:00:24",846196.756896656821482,6514448.093044769018888
39975,"Joliot-Curie - M. Sembat","35A:R",true,false,false,633,"2021-09-19 02:31:27","2021-09-19 06:00:24",846126.823373130522668,6514448.690643530339003
39998,"Meyzieu Z.i.","28A:A,28A:R",true,false,false,10589,"2021-09-19 02:31:27","2021-09-19 06:00:24",857874.314252277021296,6520738.642098944634199
40016,"Beauvisage CISL","26A:R,34A:R,C16A:R",true,false,false,624,"2021-09-19 02:31:27","2021-09-19 06:00:24",845225.461231589200906,6516185.860844349488616
45908,"Frenes","10D:A,10D:R,GE4A:A,GE4A:R",true,false,false,5046,"2021-09-19 02:31:27","2021-09-19 06:00:24",837567.811021175351925,6525496.600638037547469
45912,"Quatre Chemins","C24D:A,C24E:A",true,false,false,2558,"2021-09-19 02:31:27","2021-09-19 06:00:24",831448.808568116975948,6517193.109821894206107
46023,"Brotteaux","302A:R",true,false,false,16,"2021-09-19 02:31:27","2021-09-19 06:00:24",844498.124550613109022,6520284.460743266157806
46025,"Gare Part-Dieu V.Merle","302A:A",true,false,false,531,"2021-09-19 02:31:27","2021-09-19 06:00:24",844346.315745458705351,6519706.269253207370639
46489,"Route de Bianne","32A:R",false,false,false,9203,"2021-09-19 02:31:27","2021-09-19 06:00:24",862099.370349773787893,6524754.402492200955749
46495,"Centre Village","77A:A,77A:R",false,false,false,5499,"2021-09-19 02:31:27","2021-09-19 06:00:24",845726.410474212258123,6527745.28944471757859
355,"Castellane","132:A,171:A,S8A:A,S8A:R",false,false,false,17,"2021-09-19 02:31:27","2021-09-19 06:00:21",847444.221593602909707,6524925.169884955510497
701,"Decines Gare","67A:A",true,false,false,1300,"2021-09-19 02:31:27","2021-09-19 06:00:21",851702.170647853985429,6520797.387384963221848
761,"Docteur Horand","19A:A",true,false,false,1325,"2021-09-19 02:31:27","2021-09-19 06:00:21",840039.912694685626775,6520624.288780437782407
1212,"Impasse Mathieu","C1A:R",true,false,false,1581,"2021-09-19 02:31:27","2021-09-19 06:00:22",842908.517006501904689,6522625.995385371148586
46050,"Cordeliers","301A:A",true,false,false,31,"2021-09-19 02:31:27","2021-09-19 06:00:24",842671.094227175111882,6519860.461174208670855
46051,"Bellecour","301A:R",true,false,false,8,"2021-09-19 02:31:27","2021-09-19 06:00:24",842493.636428679688834,6519203.558009997010231
46052,"Hôtel de Ville L. Pradel","301A:A",true,false,false,119,"2021-09-19 02:31:27","2021-09-19 06:00:24",842680.781425796099938,6520292.997108926996589
46053,"Foch","301A:A",true,false,false,303,"2021-09-19 02:31:27","2021-09-19 06:00:24",843334.768701556022279,6520475.243153008632362
1350,"La Combe","40A:R",false,false,false,5980,"2021-09-19 02:31:27","2021-09-19 06:00:22",843210.278596572927199,6524970.35580153670162
1433,"La Pillardiere","73D:A,73E:A",true,false,false,6026,"2021-09-19 02:31:27","2021-09-19 06:00:22",832462.048555024433881,6515964.387137368321419
1664,"Les Dominicaines","15F:R,18B:R",true,false,false,1956,"2021-09-19 02:31:27","2021-09-19 06:00:22",841373.803646028391086,6507644.319069118238986
1764,"Les Sources - La Romaine","C14A:R,S15A:R",true,false,false,6075,"2021-09-19 02:31:27","2021-09-19 06:00:22",838594.032312707044184,6522715.813840549439192
2142,"Nouveau cim. Venissieux","39A:A",true,false,false,2324,"2021-09-19 02:31:27","2021-09-19 06:00:22",846361.36781488545239,6511821.885542262345552
2431,"Professeur Guerin","66B:R,90B:R",false,false,false,2478,"2021-09-19 02:31:27","2021-09-19 06:00:22",840400.120922643458471,6519919.758984032087028
2660,"Rue du Sablon","C16A:R",true,false,false,2618,"2021-09-19 02:31:27","2021-09-19 06:00:22",844405.070569656905718,6515002.924337178468704
2891,"St Romain","43A:R",true,false,false,2773,"2021-09-19 02:31:27","2021-09-19 06:00:22",842104.989215706242248,6528371.39547791518271
2893,"St-Vincent","19A:R,31A:R,40A:R,C14A:R",true,false,false,2774,"2021-09-19 02:31:27","2021-09-19 06:00:22",842059.786241315421648,6520347.260173850692809
3121,"Viala - Lacassagne","C26A:R,C8A:A",true,false,false,2950,"2021-09-19 02:31:27","2021-09-19 06:00:22",846608.087772389873862,6518029.253447781316936
3288,"Venissieux Blanqui","93A:A",true,false,false,3025,"2021-09-19 02:31:27","2021-09-19 06:00:22",845799.725429554702714,6513116.669889154843986
10203,"Le Parc Brunier","33A:R",true,false,false,3328,"2021-09-19 02:31:27","2021-09-19 06:00:22",842129.051637128810398,6522141.088728299364448
11315,"Gare de Vénissieux","87A:A,87A:R",true,false,false,273,"2021-09-19 02:31:27","2021-09-19 06:00:23",846908.102954097092152,6513625.738550501875579
36265,"Gare de Grigny Le Sablon","80A:A,80A:R",true,false,false,4162,"2021-09-19 02:31:27","2021-09-19 06:00:24",839811.141192040638998,6502524.543134573847055
40179,"Croizat - Paul Bert","35A:R",true,false,false,643,"2021-09-19 02:31:27","2021-09-19 06:00:24",846905.70752855646424,6512994.319671623408794
40194,"Vaulx Salengro","68B:A,ZI5B:A",true,false,false,4583,"2021-09-19 02:31:27","2021-09-19 06:00:24",849834.244518287945539,6518504.388638484291732
40195,"Vaulx Salengro","68B:R,ZI5B:R",true,false,false,4584,"2021-09-19 02:31:27","2021-09-19 06:00:24",849841.809783160686493,6518571.264838725328445
40234,"Hopital Lyon Sud","C7B:A,C7B:R",true,false,false,9408,"2021-09-19 02:31:27","2021-09-19 06:00:24",840536.54442275245674,6512744.829938417300582
40236,"St-Genis Collonges","88B:R",true,false,false,2729,"2021-09-19 02:31:27","2021-09-19 06:00:24",840520.264787136344239,6511934.850256371311843
40314,"Cite St Jean","7A:R",false,false,false,9805,"2021-09-19 02:31:27","2021-09-19 06:00:24",847854.848388299578801,6521449.486917857080698
46036,"Gare d'Oullins","302A:A,302A:R",true,false,false,749,"2021-09-19 02:31:27","2021-09-19 06:00:24",841141.790435910457745,6514635.152456499636173
46040,"Saxe - Gambetta","302A:R",true,false,false,204,"2021-09-19 02:31:27","2021-09-19 06:00:24",843556.25924579880666,6518799.826457410119474
46049,"Ampère Victor Hugo","301A:A",false,false,false,3,"2021-09-19 02:31:27","2021-09-19 06:00:24",842187.640674882219173,6518704.614882147870958
874,"Etats-Unis Viviani","26A:R",true,false,false,626,"2021-09-19 02:31:27","2021-09-19 06:00:21",845532.575668999343179,6515645.712303753010929
943,"Fontrobert","62A:R",true,false,false,1428,"2021-09-19 02:31:27","2021-09-19 06:00:21",851738.958081803517416,6510250.382134061306715
1105,"Gratte Ciel","69A:R",true,false,false,90,"2021-09-19 02:31:27","2021-09-19 06:00:21",846265.658204964362085,6520527.12640779837966
1125,"Guillermin - Terraillon","52A:A,C15A:R",true,false,false,1525,"2021-09-19 02:31:27","2021-09-19 06:00:21",849158.537771939649247,6518001.612513524480164
1289,"Kergomard","C25B:R",true,false,false,5953,"2021-09-19 02:31:27","2021-09-19 06:00:22",852298.207848104066215,6511973.083008685149252
1507,"Laurent Bonnevay","7A:A,7A:R",true,false,false,6047,"2021-09-19 02:31:27","2021-09-19 06:00:22",848330.767233164049685,6520165.779876247979701
1955,"ENS Lyon","34A:R",true,false,false,785,"2021-09-19 02:31:27","2021-09-19 06:00:22",842269.068398487754166,6516305.037625106982887
2317,"Pierre Audry","66B:R,90B:R",false,false,false,2419,"2021-09-19 02:31:27","2021-09-19 06:00:22",840555.045490863616578,6519638.75178555957973
2682,"Sathonay Drapeau","33A:A,9B:A",true,false,false,2626,"2021-09-19 02:31:27","2021-09-19 06:00:22",845345.270006454666145,6526349.1724904011935
10119,"La Vallonniere","14B:R,19A:A,3A:A,45B:A,72C:A,86A:A,90B:A,98G:A,C21A:A,C21A:R",true,false,false,3300,"2021-09-19 02:31:27","2021-09-19 06:00:22",840021.715638203779235,6520013.981563976034522
39996,"Vaulx-en-Velin La Soie","52A:A",true,false,false,568,"2021-09-19 02:31:27","2021-09-19 06:00:24",849291.473465551855043,6519761.92028712015599
40715,"Dauphine","62A:R,87A:R",true,false,false,1287,"2021-09-19 02:31:27","2021-09-19 06:00:24",852049.295419123023748,6508919.896997179836035
40841,"Debourg","328A:R",true,false,false,10455,"2021-09-19 02:31:27","2021-09-19 06:00:24",842610.2484178643208,6516361.070736520923674
40842,"Debourg","328A:A",true,false,false,10456,"2021-09-19 02:31:27","2021-09-19 06:00:24",842620.639804922044277,6516364.638726280070841
40846,"St Fons Sembat","60A:R,64A:R",true,false,false,4239,"2021-09-19 02:31:27","2021-09-19 06:00:24",843892.490477162762545,6513946.243822844699025
40856,"19 Mars 1962","60A:R",false,false,false,4606,"2021-09-19 02:31:27","2021-09-19 06:00:24",844706.605708940303884,6512873.233878294937313
40995,"Stade de Gerland Le LOU","328A:R",false,false,false,10457,"2021-09-19 02:31:27","2021-09-19 06:00:24",842408.568462471943349,6515845.311180040240288
40996,"Stade de Gerland Le LOU","328A:A",false,false,false,10458,"2021-09-19 02:31:27","2021-09-19 06:00:24",842417.80937641649507,6515842.854337665252388
41020,"Meyzieu Mendes France","85A:A",false,false,false,2190,"2021-09-19 02:31:27","2021-09-19 06:00:24",854696.212469400139526,6520401.121419378556311
41054,"Square Combattants d'AFN","S9A:A",false,false,false,4627,"2021-09-19 02:31:27","2021-09-19 06:00:24",839560.464818047126755,6512327.711396178230643
41074,"Rond Point d'Alaï","73D:A,73E:A,C24D:A,C24E:A",true,false,false,702,"2021-09-19 02:31:27","2021-09-19 06:00:24",837213.303079190896824,6518300.264446250163019
41095,"Brunier - Guyot","S5A:A",false,false,false,10511,"2021-09-19 02:31:27","2021-09-19 06:00:24",842280.899706752737984,6522958.071570592001081
41096,"Pierre Brunier","S5A:A",false,false,false,10512,"2021-09-19 02:31:27","2021-09-19 06:00:24",842206.018055778578855,6522717.343673024326563
41100,"Place du Capot","S5A:A",false,false,false,10513,"2021-09-19 02:31:27","2021-09-19 06:00:24",842558.863709392724559,6523030.110752084292471
41115,"Villeneuve","S15A:R",true,false,false,10827,"2021-09-19 02:31:27","2021-09-19 06:00:24",838516.82469373953063,6522264.480489308945835
41736,"Gare de Vaise","C6C:A",true,false,false,10556,"2021-09-19 02:31:27","2021-09-19 06:00:24",840221.974301506765187,6521747.044427836313844
41794,"Valliere","S7A:A",false,false,false,10557,"2021-09-19 02:31:27","2021-09-19 06:00:24",841880.386945607024245,6525759.380664173513651
41796,"Cote de Vaux","S7A:A",false,false,false,10558,"2021-09-19 02:31:27","2021-09-19 06:00:24",840557.852315768948756,6525705.399648943915963
41815,"L'Indiennerie","S7A:A",false,false,false,10559,"2021-09-19 02:31:27","2021-09-19 06:00:24",840505.976285341195762,6524879.306505925022066
159,"Bellecour Chambonnet","27A:R,40A:A,C20D:A,C20E:A",false,false,false,899,"2021-09-19 02:31:27","2021-09-19 06:00:21",842271.135795918409713,6519356.32607991155237
623,"Craponne Centre","147:A,73D:A,C24D:A",true,false,false,1246,"2021-09-19 02:31:27","2021-09-19 06:00:21",833934.805183297023177,6517881.898470009677112
657,"Curis la Planche","84A:R,R2A:R",true,false,false,1268,"2021-09-19 02:31:27","2021-09-19 06:00:21",841295.685296139214188,6531852.722572492435575
762,"Docteur Rebatel","C16A:A",true,false,false,1326,"2021-09-19 02:31:27","2021-09-19 06:00:21",845646.560681288712658,6518427.356613784097135
1316,"La Blache","84A:R,R2A:R",false,false,false,5965,"2021-09-19 02:31:27","2021-09-19 06:00:22",840340.627667638007551,6530226.308918525464833
1624,"Les Biesses","95A:A",false,false,false,1921,"2021-09-19 02:31:27","2021-09-19 06:00:22",858300.568678273353726,6523498.576970660127699
46124,"Gare d'Oullins","88B:A",true,false,false,6209,"2021-09-19 02:31:27","2021-09-19 06:00:24",841180.792348152492195,6514592.556710594333708
46498,"Sathonay Village Eglise","77A:R",true,false,false,5502,"2021-09-19 02:31:27","2021-09-19 06:00:24",845778.57325879461132,6527497.929474765434861
46500,"La Rama","R3A:A,R3A:R",false,false,false,5506,"2021-09-19 02:31:27","2021-09-19 06:00:24",836417.617126984056085,6499125.539845362305641
46513,"Chemin de Crepieux","S5A:A",false,false,false,5503,"2021-09-19 02:31:27","2021-09-19 06:00:24",845950.779814249137416,6524195.918871073052287
47391,"Hippodrome Loup Pendu","ZI4A:A",false,false,false,9963,"2021-09-19 02:31:27","2021-09-19 06:00:25",846312.950588856008835,6525694.376039053313434
47393,"Zac des Marronniers","ZI4A:A",false,false,false,9965,"2021-09-19 02:31:27","2021-09-19 06:00:25",845386.876594830071554,6525869.28677967004478
1723,"Les Mouettes","95A:R",true,false,false,2011,"2021-09-19 02:31:27","2021-09-19 06:00:22",857287.645731252152473,6522342.201873584650457
1765,"Corbas Les Taillis","112A:A,54A:R",false,false,false,6076,"2021-09-19 02:31:27","2021-09-19 06:00:22",848544.340492095332593,6509587.947584261186421
1795,"Limonest Centre","21A:R,942A:R",true,false,false,2072,"2021-09-19 02:31:27","2021-09-19 06:00:22",837500.299044901272282,6527964.230486816726625
1958,"Merlus","63A:A",true,false,false,2175,"2021-09-19 02:31:27","2021-09-19 06:00:22",839291.935925520840101,6514813.810108366422355
2438,"Pre Gaudry - Yves Farge","34A:R",true,false,false,2482,"2021-09-19 02:31:27","2021-09-19 06:00:22",842537.928976068622433,6517486.694496345706284
2756,"St-Abdon","78B:A",true,false,false,2684,"2021-09-19 02:31:27","2021-09-19 06:00:22",839654.923817015020177,6508413.347037084400654
2783,"St Fons Albert Thomas","60A:R,C12A:R",true,false,false,2707,"2021-09-19 02:31:27","2021-09-19 06:00:22",844569.292858047643676,6513758.622693283483386
2958,"Terraillon - Lessivas","52A:R,C15A:A",true,false,false,2823,"2021-09-19 02:31:27","2021-09-19 06:00:22",849231.879019335494377,6517815.150102593004704
2975,"Thibaudiere","C12A:A,C14A:R,C4A:R",true,false,false,2831,"2021-09-19 02:31:27","2021-09-19 06:00:22",843398.865176944993436,6518386.53737970162183
3122,"Vianney","89D:A",true,false,false,2952,"2021-09-19 02:31:27","2021-09-19 06:00:22",837625.245646261726506,6523110.750474357046187
41514,"Valdo","65B:R",true,false,false,2881,"2021-09-19 02:31:27","2021-09-19 06:00:24",838674.070149622857571,6518279.03364959731698
41816,"Louisa Siefert","S7A:A",false,false,false,10560,"2021-09-19 02:31:27","2021-09-19 06:00:24",841140.738149032345973,6524462.502765389159322
41818,"Rocade des Monts d'Or","S7A:A",false,false,false,10561,"2021-09-19 02:31:27","2021-09-19 06:00:24",840597.081656327354722,6526087.729599980637431
41819,"Fayolle","S7A:A",false,false,false,10562,"2021-09-19 02:31:27","2021-09-19 06:00:24",841345.861409546341747,6524108.838313330896199
41974,"Place Jean Jaurès","328A:R",true,false,false,10459,"2021-09-19 02:31:27","2021-09-19 06:00:24",842904.843218419118784,6517111.598255965858698
41983,"Patinoire Baraban","C16A:R",true,false,false,10169,"2021-09-19 02:31:27","2021-09-19 06:00:24",845216.842500895261765,6519750.264158878475428
41997,"Tassin Deperet","5A:A,5A:R",false,false,false,2813,"2021-09-19 02:31:27","2021-09-19 06:00:24",836938.062558198347688,6519155.104271200485528
42103,"Pagere Vivaldi","24A:R",true,false,false,10708,"2021-09-19 02:31:27","2021-09-19 06:00:24",848924.444877134636045,6518123.446966115385294
42287,"Lissieu - Montluzin","115A:A,115A:R",false,false,false,10615,"2021-09-19 02:31:27","2021-09-19 06:00:24",835398.879047935595736,6531723.49732260312885
42434,"Descartes","37A:A,69A:R,C17A:A",true,false,false,9808,"2021-09-19 02:31:27","2021-09-19 06:00:24",845504.084919001557864,6521358.188765623606741
166,"Bellecour Charite","15F:A",false,false,false,901,"2021-09-19 02:31:27","2021-09-19 06:00:21",842496.071964630507864,6519020.698463605716825
200,"Berthier","90B:R",true,false,false,12,"2021-09-19 02:31:27","2021-09-19 06:00:21",839863.097574327955954,6517864.871544225141406
425,"Charly Eglise","78B:A",true,false,false,1105,"2021-09-19 02:31:27","2021-09-19 06:00:21",839675.178037102101371,6506482.037064024247229
498,"Cimetiere Communautaire","26A:R,52A:A,93A:R,C17A:R",true,false,false,1147,"2021-09-19 02:31:27","2021-09-19 06:00:21",849152.031807131599635,6515602.791441444307566
702,"Decines Gare","67A:R",true,false,false,1301,"2021-09-19 02:31:27","2021-09-19 06:00:21",851704.102998360292986,6520807.21219702064991
824,"Dardilly Les Gorges","89D:R,89E:R,GE4A:A",true,false,false,1365,"2021-09-19 02:31:27","2021-09-19 06:00:21",836967.700469743576832,6524624.754736749455333
913,"Feuillat - Lacassagne","25A:A,C13B:R",true,false,false,1410,"2021-09-19 02:31:27","2021-09-19 06:00:21",845840.392530348617584,6518399.413274423219264
1475,"La Vosne","97A:R",false,false,false,1799,"2021-09-19 02:31:27","2021-09-19 06:00:22",843431.128460223437287,6532471.914244109764695
1508,"Laurent Bonnevay","C3A:A,C3A:R",true,false,false,236,"2021-09-19 02:31:27","2021-09-19 06:00:22",848348.664846578147262,6520155.635775650851429
1561,"Le Prainet","16A:A",true,false,false,1872,"2021-09-19 02:31:27","2021-09-19 06:00:22",852831.851143432664685,6520285.174782055430114
1671,"Les Essarts","24A:A",false,false,false,1965,"2021-09-19 02:31:27","2021-09-19 06:00:22",847662.539824699051678,6516561.681928264908493
1672,"Les Essarts","24A:R",false,false,false,1964,"2021-09-19 02:31:27","2021-09-19 06:00:22",847669.056833684677258,6516587.733101394958794
1728,"Centre Nautique","16A:A,79A:A",true,false,false,2017,"2021-09-19 02:31:27","2021-09-19 06:00:22",852048.986394252511673,6520104.031781715340912
2767,"St-Clair Square Brosset","70A:A,9B:A,C1A:A,C2A:A",true,false,false,2694,"2021-09-19 02:31:27","2021-09-19 06:00:22",844546.824221346876584,6523062.597008677199483
3023,"Universite - Jean Jaures","C12A:A,C14A:R,C4A:R",true,false,false,2876,"2021-09-19 02:31:27","2021-09-19 06:00:22",843309.951629690360278,6518153.503537625074387
3289,"Venissieux Blanqui","93A:R",true,false,false,3024,"2021-09-19 02:31:27","2021-09-19 06:00:22",845793.790855473605916,6513123.714389110915363
3501,"Jean Mace - Chevreul","35A:A,35A:R",true,false,false,3080,"2021-09-19 02:31:27","2021-09-19 06:00:22",843334.151832147035748,6518062.377044435590506
10125,"Reconnaissance - Balzac","C9A:A",true,false,false,542,"2021-09-19 02:31:27","2021-09-19 06:00:22",846458.83672517654486,6518929.884106556884944
41758,"Lycee Branly","45B:A",true,false,false,3606,"2021-09-19 02:31:27","2021-09-19 06:00:24",839270.647590069565922,6518641.612847520038486
42957,"Caluire - Pl. Bascule","33A:R,38B:R,77A:R,9B:R,S5A:R",true,false,false,9809,"2021-09-19 02:31:27","2021-09-19 06:00:24",843777.419601039495319,6524164.800302842631936
43061,"Leo Lagrange","27A:A",true,false,false,4802,"2021-09-19 02:31:27","2021-09-19 06:00:24",845999.903951069689356,6520060.811435482464731
43114,"Place Croix-Luizet","C17A:R,C26A:R",true,false,false,10693,"2021-09-19 02:31:27","2021-09-19 06:00:24",846262.748671480338089,6521888.640652546659112
43117,"Rue de France - 4 aout","C26A:A",true,false,false,6770,"2021-09-19 02:31:27","2021-09-19 06:00:24",846654.387234280467965,6520094.022999328561127
43118,"Rue de France - 4 aout","C26A:R",true,false,false,6771,"2021-09-19 02:31:27","2021-09-19 06:00:24",846638.787069176672958,6520099.431688054464757
43119,"Montchat Place Ronde","C26A:A",true,false,false,688,"2021-09-19 02:31:27","2021-09-19 06:00:24",847037.153645287267864,6518792.058477378450334
46514,"Chemin de Crepieux","S5A:R",false,false,false,5504,"2021-09-19 02:31:27","2021-09-19 06:00:24",845942.496538463979959,6524214.603352492675185
101,"Genas - Jean Mermoz","28A:R,48B:A",false,false,false,5425,"2021-09-19 02:31:27","2021-09-19 06:00:21",857242.992528696428053,6517832.598018617369235
179,"Bellegarde","40A:A,70A:A",true,false,false,911,"2021-09-19 02:31:27","2021-09-19 06:00:21",842707.88617533724755,6531819.879938337020576
476,"Chemin des Pivolles","52A:R",true,false,false,1133,"2021-09-19 02:31:27","2021-09-19 06:00:21",850346.050591474981047,6518910.691967914812267
528,"Cite Edouard Herriot","2A:A,2A:R,31A:A,31A:R,S10A:A",true,false,false,1169,"2021-09-19 02:31:27","2021-09-19 06:00:21",842322.050943485228345,6524196.282107081264257
584,"Le Grand Roule","17B:R,8B:A",true,false,false,1226,"2021-09-19 02:31:27","2021-09-19 06:00:21",840558.539056057459675,6516091.151505388319492
46139,"Grigny Jean Moulin","80A:A",true,false,false,5127,"2021-09-19 02:31:27","2021-09-19 06:00:24",839562.032517576473765,6502370.260641046799719
46148,"Peroniere","84A:A,84A:R,R2A:A,R2A:R",false,false,false,5132,"2021-09-19 02:31:27","2021-09-19 06:00:24",839678.053966682986356,6530560.684576290659606
46518,"Elisee Reclus","79A:R,ZI3A:A",true,false,false,9674,"2021-09-19 02:31:27","2021-09-19 06:00:24",850599.975334331626073,6518301.188332601450384
46523,"Bifurcation du Rosay","20A:R,2A:R,71A:R",true,false,false,5518,"2021-09-19 02:31:27","2021-09-19 06:00:24",840526.120825081598014,6523000.981557138264179
47399,"Salvador Allende.","57A:R",true,false,false,11046,"2021-09-19 02:31:27","2021-09-19 06:00:25",849184.665350490366109,6521960.334770984947681
624,"Craponne Centre","147:R,73D:R,C24D:R",true,false,false,1245,"2021-09-19 02:31:27","2021-09-19 06:00:21",834015.694730238756165,6517877.211242647841573
1001,"Garanteze","15C:A,15F:A",false,false,false,1455,"2021-09-19 02:31:27","2021-09-19 06:00:21",842097.819743967615068,6510407.706204728223383
1412,"La Levee","11B:A,12B:A,14B:A",true,false,false,6009,"2021-09-19 02:31:27","2021-09-19 06:00:22",838966.511897736229002,6515199.251936535350978
1547,"Le Meridien","5A:A,86A:A",true,false,false,1856,"2021-09-19 02:31:27","2021-09-19 06:00:22",836150.97260630200617,6521043.540983709506691
1562,"Le Prainet","16A:R",true,false,false,1871,"2021-09-19 02:31:27","2021-09-19 06:00:22",852780.549322114093229,6520244.649393782019615
1625,"Les Biesses","95A:R",false,false,false,1920,"2021-09-19 02:31:27","2021-09-19 06:00:22",858219.765004461398348,6523513.255061565898359
1749,"Les Pommieres","C20D:R,C21A:R,PL3A:A",true,false,false,6062,"2021-09-19 02:31:27","2021-09-19 06:00:22",840661.361950315418653,6519101.316261854022741
2610,"Rillieux Salignat","33A:A",true,false,false,2583,"2021-09-19 02:31:27","2021-09-19 06:00:22",847231.732782248174772,6526368.722938135266304
2813,"St Germain Gare","96A:A,96A:R",true,false,false,2739,"2021-09-19 02:31:27","2021-09-19 06:00:22",839904.217927122605033,6533649.06265184096992
2853,"St-Pierre de Vaise","19A:A,45B:A",true,false,false,2755,"2021-09-19 02:31:27","2021-09-19 06:00:22",840418.714248062809929,6520873.830147930420935
