"id","nom","desserte","pmr","ascenseur","escalator","gid","last_update","last_update_fme"
2949,"Tassin Deperet","72C:A",true,false,false,2815,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2951,"Tassin Gare","5A:A,5A:R",true,false,false,2817,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2953,"Tassin Genetieres","5A:A,5A:R,72C:A",true,false,false,10127,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10017,"Francheville Bourg","C20D:A,C20E:A",true,false,false,3273,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10033,"Z.I. Rocade Est","ZI5B:R",false,false,false,5405,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10184,"Mermoz - Pinel","PL2A:A",true,false,false,11032,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10229,"Chemin de Rivery","77A:A,77A:R",false,false,false,3344,"2021-09-19 02:31:27","2021-09-19 06:00:22"
266,"Bron Terraillon","24A:R,25A:R,52A:A",true,false,false,976,"2021-09-19 02:31:27","2021-09-19 06:00:21"
46710,"Valmy - Place Ferber","90B:A,90B:R",true,false,false,5894,"2021-09-19 02:31:27","2021-09-19 06:00:25"
46793,"Sathonay Castellane","9B:A,9B:R",true,false,false,6512,"2021-09-19 02:31:27","2021-09-19 06:00:25"
491,"Valpre","19A:A",true,false,false,1143,"2021-09-19 02:31:27","2021-09-19 06:00:21"
632,"Craponne Martin","73D:R,C24D:R",true,false,false,1251,"2021-09-19 02:31:27","2021-09-19 06:00:21"
925,"Fleurieu","40A:A,70A:A",true,false,false,1419,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1087,"Grange Blanche","C13B:A,C26A:A,C26A:R",true,false,false,79,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1089,"Grange Blanche","34A:A,34A:R",true,false,false,70,"2021-09-19 02:31:27","2021-09-19 06:00:21"
46807,"Le Joli Mai","73D:R,C24D:R",false,false,false,9694,"2021-09-19 02:31:27","2021-09-19 06:00:25"
46971,"Espace François Perraud","11B:A",false,false,false,6646,"2021-09-19 02:31:27","2021-09-19 06:00:25"
46972,"Espace François Perraud","11B:R",false,false,false,6647,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47065,"Fee des Eaux","15F:R,18B:R",false,false,false,9950,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47087,"Pont d'Oullins","17B:R,63A:R,C10A:R,C7B:R",true,false,false,8869,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47102,"Aqueducs de Beaunant","11B:A,12B:A,14B:A",false,false,false,10658,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47114,"Croix Paquet","S12A:A",false,false,false,10988,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47197,"Limonest Maison Retraite","21A:A",true,false,false,9279,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47203,"Les Ormes","20A:R,71A:R",true,false,false,9288,"2021-09-19 02:31:27","2021-09-19 06:00:25"
1296,"L'Aigas","72C:R,98G:R",true,false,false,5957,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1312,"La Baticoliere","71A:R",true,false,false,5962,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1447,"La Sablière","132:A,171:A,S8A:A,S8A:R",false,false,false,417,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1478,"La Voute","20A:R,22A:R,23A:R,2A:R,71A:R,S11A:R",false,false,false,1800,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1525,"Le Broteau","18B:R",true,false,false,1835,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1939,"Rebufer","C15A:R",true,false,false,413,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2838,"St-Martin","62A:A,62A:R,76A:A",true,false,false,2749,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3001,"Triangle de Bron","52A:R",true,false,false,9914,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3020,"Union Nautique","40A:A,40A:R",true,false,false,10666,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3052,"Vaulx Berthelot","7A:A,7A:R",true,false,false,9915,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3060,"Vaulx Lakanal","37A:A,37A:R",true,false,false,10357,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3077,"Vaulx Pierre Frite","52A:A,C8A:R",true,false,false,2917,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3084,"Vaulx Thibaude","52A:A,C8A:A",true,false,false,2923,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3090,"Venissieux Le Charreard","35A:A,35A:R,ZI1A:A",true,false,false,2927,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3101,"Venissieux St Exupery","35A:R,54A:R,87A:R,ZI1A:R",true,false,false,2930,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3103,"Verdun - Victor Hugo","67A:A",true,false,false,2934,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3104,"Verdun - Victor Hugo","67A:R,95A:A",true,false,false,2932,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10036,"Chassieu Jean Perrin","76A:R,ZI5B:A",true,false,false,3282,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10037,"Chassieu Jean Perrin","76A:A,ZI5B:R",true,false,false,3283,"2021-09-19 02:31:27","2021-09-19 06:00:22"
35234,"La Doua - Jussieu","PL1A:A",false,false,false,11033,"2021-09-19 02:31:27","2021-09-19 06:00:23"
46711,"Rillieux Nations","C5A:A",true,false,false,5916,"2021-09-19 02:31:27","2021-09-19 06:00:25"
621,"Gare et stade de Couzon","43A:A",true,false,false,1244,"2021-09-19 02:31:27","2021-09-19 06:00:21"
926,"Fleurieu","40A:R,70A:R",true,false,false,1420,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1102,"Grange Rouge - Santy","C25B:A,T36:A",true,false,false,1512,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1873,"Ctre Hospitalier Mt d'Or","43A:A",true,false,false,2117,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1940,"Rebufer","C15A:A",true,false,false,412,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1941,"Massard","28A:R",false,false,false,5435,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1956,"Merlo","63A:A",true,false,false,2172,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2878,"St Priest Les Roses","62A:A",false,false,false,2762,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3119,"Viabert - Anatole France","C16A:A",true,false,false,2949,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3120,"Viabert - Anatole France","27A:R,C16A:R",true,false,false,2948,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3130,"Vieux Crepieux","132:R,171:R,C5A:R",true,false,false,10353,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3168,"Yon Lug","15C:R,17B:R,18B:R",true,false,false,10419,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3183,"Z.I. Lionel Terray","ZI2A:A",false,false,false,9916,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3187,"Z.I. Meyzieu Jean Mace","ZI2A:A",false,false,false,10477,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3203,"Z.I. Terray - De Lattre","ZI2A:A",false,false,false,9918,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3206,"Zac des Marronniers","33A:A",true,false,false,3001,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3281,"Linossier - Richan","S4A:A,S4A:R",true,false,false,10300,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3282,"Place Cdt Arnaud","C13B:A,S4A:A,S4A:R",true,false,false,3019,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3284,"Maurice Sceve","S4A:A,S4A:R",true,false,false,10301,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3285,"Maison des Canuts","S4A:A,S4A:R",true,false,false,10302,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3316,"Grand Chassagnon","93A:A",false,false,false,1489,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3317,"Grand Chassagnon","93A:R",false,false,false,1486,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3331,"Chorel","37A:A,C17A:A",false,false,false,1146,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3333,"Masséna","38B:A",true,false,false,127,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3378,"Cuire","S5A:A",true,false,false,10509,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3381,"Pont d'Ecully","19A:A,3A:A,5A:A,PL3A:A",true,false,false,2499,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3497,"Lionel Terray","26A:A,C15A:A,C17A:A",true,false,false,3076,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10172,"Pressense - Vaillant","C26A:A",true,false,false,3315,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10176,"Legay","C8A:A",true,false,false,9776,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10197,"Les Canuts","2A:R,33A:R",true,false,false,3323,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10320,"Gare Part-Dieu V.Merle","70A:A,70A:R,C6C:A,C6C:R",true,false,false,11106,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10877,"Fourvière","345A:A,345A:R",false,false,false,11076,"2021-09-19 02:31:27","2021-09-19 06:00:23"
95,"Avenue de la Paix","5A:R,86A:R,GE6A:A",true,false,false,858,"2021-09-19 02:31:27","2021-09-19 06:00:21"
534,"Cite St Jean","7A:R",true,false,false,1176,"2021-09-19 02:31:27","2021-09-19 06:00:21"
818,"Cité Inter Transbordeur","70A:R,C26A:A,C2A:R",true,false,false,605,"2021-09-19 02:31:27","2021-09-19 06:00:21"
46878,"Meyzieu Bascule","85A:A",false,false,false,6603,"2021-09-19 02:31:27","2021-09-19 06:00:25"
46879,"College Evariste Galois","85A:A,95A:A",false,false,false,6604,"2021-09-19 02:31:27","2021-09-19 06:00:25"
1091,"Grange Blanche","C13B:R",true,false,false,74,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1121,"Saxe - Préfecture","328A:A,C14A:A,C4A:A",true,false,false,424,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1142,"Haute Roche Centre","17B:R",true,false,false,1540,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1153,"Henon - Deleuvre","C18A:R,S4A:A,S4A:R",true,false,false,1544,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1406,"La Grange","68B:R",true,false,false,1736,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1526,"Le Buisset","17B:A,17B:R,8B:A",false,false,false,1836,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2106,"Musset - Poudrette","C15A:A,C15A:R,C8A:A,C8A:R",true,false,false,2305,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2110,"N. Garnier - Poudrette","C15A:A,C8A:A",true,false,false,2306,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2147,"Oasis","63A:A",true,false,false,2328,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2880,"St Priest Menival","C25B:R",true,false,false,2764,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2935,"Surville Route de Vienne","C16A:A,C16A:R",true,false,false,2804,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10244,"Dupeuble","69A:R",false,false,false,10720,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10245,"Pailleron","C13B:R",true,false,false,10304,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10246,"Ivry","C13B:R,S4A:A,S4A:R",true,false,false,10305,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10264,"Crepieux La Pape","132:R,171:R,S8A:R",true,false,false,3361,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10298,"Vaulx HDV Campus","57A:R",true,false,false,9919,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10884,"Minimes Théatres Romains","345A:A,345A:R",false,false,false,11077,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11330,"Langevin","93A:R",false,false,false,11095,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11807,"Bellecour Charite","15C:A,15C:R,15F:A,15F:R,35A:A,35A:R,C10A:A,C10A:R",false,false,false,10851,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11844,"Paul Marcellin","C8A:A",false,false,false,11043,"2021-09-19 02:31:27","2021-09-19 06:00:23"
30278,"Charbonnieres Le Parc","GE6A:A",true,false,false,11060,"2021-09-19 02:31:27","2021-09-19 06:00:23"
30280,"Charbonnieres Le Parc","GE6A:A",true,false,false,11061,"2021-09-19 02:31:27","2021-09-19 06:00:23"
30282,"Charbonnieres Gare","GE6A:A",false,false,false,11062,"2021-09-19 02:31:27","2021-09-19 06:00:23"
30545,"Vaulx Lakanal","37A:R,57A:R,C8A:A",true,false,false,11044,"2021-09-19 02:31:27","2021-09-19 06:00:23"
31347,"Imbert Colomes","S12A:A",true,false,false,10984,"2021-09-19 02:31:27","2021-09-19 06:00:23"
32502,"Gare Part-Dieu V.Merle","C6C:A",true,false,false,11000,"2021-09-19 02:31:27","2021-09-19 06:00:23"
32503,"Gare Part-Dieu V.Merle","70A:A,70A:R",true,false,false,11107,"2021-09-19 02:31:27","2021-09-19 06:00:23"
32962,"Grange Blanche","24A:A,24A:R",true,false,false,10918,"2021-09-19 02:31:27","2021-09-19 06:00:23"
33990,"Gymnase Frison Roche","93A:A",true,false,false,11096,"2021-09-19 02:31:27","2021-09-19 06:00:23"
46880,"College Evariste Galois","85A:R,95A:R",false,false,false,6605,"2021-09-19 02:31:27","2021-09-19 06:00:25"
46881,"Meyzieu Ch.De Gaulle","95A:A",false,false,false,6606,"2021-09-19 02:31:27","2021-09-19 06:00:25"
561,"Clos des Chassagnes","17B:A,8B:R",true,false,false,1208,"2021-09-19 02:31:27","2021-09-19 06:00:21"
640,"Crepieux Les Brosses","132:R,171:R",false,false,false,1257,"2021-09-19 02:31:27","2021-09-19 06:00:21"
962,"Francheville Bel Air","73D:A,C24D:A",true,false,false,708,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1263,"Jean Zay","19A:A,66B:R",true,false,false,5942,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1331,"La Buissonniere","77A:A,77A:R",true,false,false,5968,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1494,"Langevin","C12A:R",true,false,false,1817,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1619,"Les Balmones","21A:R",true,false,false,1914,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1906,"Marcy l'Orme","72C:R,98G:A",true,false,false,2142,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2141,"Nouveau cim. Rillieux","C5A:R",true,false,false,2321,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2939,"Tabagnon","72C:R",false,false,false,2805,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2940,"Tache Velin","35A:A",false,false,false,2807,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10339,"Maison de l'Aqueduc","14B:A",false,false,false,10657,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10501,"Dumas - Salengro","52A:R",false,false,false,10774,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10508,"Bellecour Charite","S1A:A,S1A:R",true,false,false,10278,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10607,"Valmy","C6C:R",true,false,false,10482,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10618,"Chassieu College","68B:R",false,false,false,10348,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10677,"Ainay","S1A:R",false,false,false,10279,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10679,"Franklin","S1A:R",false,false,false,10280,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10680,"Ste Helene","S1A:R",false,false,false,10281,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10698,"Ampère Victor Hugo","S1A:R",true,false,false,10282,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10699,"Apollinaire Bourbonnais","19A:R,3A:R,66B:R",false,false,false,10724,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10845,"Craponne Val d'Yzeron","73D:R,73E:R,C24D:R",true,false,false,714,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10910,"Z.I. Ampere","43A:A,43A:R",true,false,false,9926,"2021-09-19 02:31:27","2021-09-19 06:00:23"
34773,"Eurexpo Esp. Confluence","100A:A,100A:R",true,false,false,11047,"2021-09-19 02:31:27","2021-09-19 06:00:23"
46908,"Georges Brassens","85A:A,85A:R",false,false,false,6608,"2021-09-19 02:31:27","2021-09-19 06:00:25"
46933,"Savaron - Deleuvre","C18A:A",true,false,false,6594,"2021-09-19 02:31:27","2021-09-19 06:00:25"
46935,"Limonest Le Puy d'Or","21A:A,61B:A",true,false,false,6644,"2021-09-19 02:31:27","2021-09-19 06:00:25"
35895,"Paradin","PL2A:A",false,false,false,11034,"2021-09-19 02:31:27","2021-09-19 06:00:23"
36375,"Gare Part-Dieu V.Merle","38B:A,38B:R",true,false,false,10906,"2021-09-19 02:31:27","2021-09-19 06:00:24"
37175,"Z.I. Roosevelt","ZI3A:A,ZI3A:R",false,false,false,11120,"2021-09-19 02:31:27","2021-09-19 06:00:24"
37400,"Valmy","PL3A:A",false,false,false,11035,"2021-09-19 02:31:27","2021-09-19 06:00:24"
38304,"Laennec","PL2A:A",false,false,false,11036,"2021-09-19 02:31:27","2021-09-19 06:00:24"
38574,"Grange Blanche","C16A:A",false,false,false,11128,"2021-09-19 02:31:27","2021-09-19 06:00:24"
39338,"Irigny Venieres","15C:A,15F:A",true,false,false,1586,"2021-09-19 02:31:27","2021-09-19 06:00:24"
39376,"Lycée Lumière","T4A:A,T4A:R",true,false,false,615,"2021-09-19 02:31:27","2021-09-19 06:00:24"
39377,"Lycée Lumière","T4A:R",true,false,false,609,"2021-09-19 02:31:27","2021-09-19 06:00:24"
39920,"Hop. Feyzin Venissieux","93A:A,C12A:R",true,false,false,680,"2021-09-19 02:31:27","2021-09-19 06:00:24"
39921,"Lamothe - Madeleine","35A:R,C12A:R",true,false,false,10963,"2021-09-19 02:31:27","2021-09-19 06:00:24"
622,"Gare et stade de Couzon","43A:R",true,false,false,1243,"2021-09-19 02:31:27","2021-09-19 06:00:21"
644,"Croix-Rousse","303:A,303:R",true,true,true,338,"2021-09-19 02:31:27","2021-09-19 06:00:21"
687,"De Gaulle - Pont SNCF","73D:A,C21A:R",true,false,false,1289,"2021-09-19 02:31:27","2021-09-19 06:00:21"
750,"Descartes","37A:R,69A:A,C17A:R",true,false,false,1316,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1559,"Le Plat","55B:A",false,false,false,1869,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1759,"Les Sapins","78B:R",false,false,false,6070,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2109,"N. Garnier - Poudrette","C15A:R,C8A:R",true,false,false,2307,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2307,"Peupliers","132:A,171:A,C5A:A",true,false,false,2412,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2336,"Essarts - Laennec","1EX:A,24A:R",true,false,false,2431,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2886,"St-Rambert - l'Ile Barbe","31A:R,43A:R",true,false,false,2768,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2890,"St Romain","43A:A",true,false,false,2772,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2916,"Ste Eugenie","78B:A,C10A:A",true,false,false,2790,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3286,"Georges Roudil","39A:A",false,false,false,3023,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10052,"Chassieu Le Haut","76A:A",true,false,false,3291,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10089,"Mions Jules Valles","62A:A",false,false,false,2210,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10912,"Z.I. Thimonnier","43A:A,43A:R",true,false,false,9927,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10916,"Z.I. Jacquard","43A:A,43A:R",true,false,false,9928,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10920,"Bellecour St Exupery","S1A:R",true,false,false,10283,"2021-09-19 02:31:27","2021-09-19 06:00:23"
10973,"Montee des Forts","S5A:A",true,false,false,10510,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11017,"Corbas Rue du Midi","112A:A,54A:A,76A:A",true,false,false,9780,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11088,"Constant","C8A:R",true,false,false,9781,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11089,"Caluire H. de V. Radiant","33A:A,38B:A,S5A:A",true,false,false,3600,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11209,"Pierre Gay","76A:R",true,false,false,9782,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11292,"Mermoz - Pinel","C15A:A",true,false,false,10178,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11404,"Ecluse de Rochetaillee","40A:A,70A:A",true,false,false,9930,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11405,"Ecluse de Rochetaillee","40A:R,70A:R",true,false,false,9931,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11491,"Mermoz - Pinel","1EX:A",false,false,false,10583,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11522,"Bellecour Charite","35A:A",false,false,false,10808,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11529,"Hôtel de Ville L. Pradel","C13B:R,C14A:R,C3A:A",true,false,false,10103,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11722,"Cimetiere de St-Priest","76A:A,76A:R,ZI8A:R",true,false,false,10775,"2021-09-19 02:31:27","2021-09-19 06:00:23"
44418,"Emile Bertrand","57A:R",true,false,false,9945,"2021-09-19 02:31:27","2021-09-19 06:00:24"
45261,"Lycee J.P. Sartre","T5:R",true,false,false,735,"2021-09-19 02:31:27","2021-09-19 06:00:24"
45266,"De Tassigny - Curial","T5:R",true,false,false,733,"2021-09-19 02:31:27","2021-09-19 06:00:24"
493,"Chorel","37A:R,C17A:R",false,false,false,1145,"2021-09-19 02:31:27","2021-09-19 06:00:21"
751,"Desgrand","37A:A,7A:A",true,false,false,1319,"2021-09-19 02:31:27","2021-09-19 06:00:21"
752,"Desgrand","37A:R,7A:R",true,false,false,1318,"2021-09-19 02:31:27","2021-09-19 06:00:21"
854,"Entree de Decines","52A:A,67A:R",true,false,false,1393,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1314,"La Begude","39A:A,60A:A",true,false,false,5963,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1531,"Le Chene Rond","86A:A",false,false,false,1844,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2096,"Moulin Carron","19A:A,89D:A,S15A:A,S15A:R",true,false,false,2294,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2345,"Piscine d'Alaï","2EX:A,73E:A,C21A:A,C24D:A,C24E:A",true,false,false,697,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2379,"Place des Buers","C17A:R",true,false,false,2442,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2412,"Poleymieux Eglise","84A:A,84A:R,R2A:A,R2A:R",true,false,false,2464,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2422,"Polyclinique de Rillieux","33A:A",true,false,false,2468,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2427,"Porte de Lyon","3A:A,3A:R,89D:A,89D:R,89E:A,89E:R",true,false,false,2475,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3382,"Pont d'Ecully","19A:R,3A:R,5A:R",true,false,false,2500,"2021-09-19 02:31:27","2021-09-19 06:00:22"
11726,"Dardilly Le Jubin","89E:A,89E:R",true,false,false,10536,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11747,"Mions Croix Rouge","T36:A",false,false,false,3106,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11856,"St Fons Mairie","93A:A",true,false,false,9753,"2021-09-19 02:31:27","2021-09-19 06:00:23"
11898,"Charlemagne - C. Perier","S1A:R",true,false,false,10518,"2021-09-19 02:31:27","2021-09-19 06:00:23"
12045,"Gare de Vaise","10D:R,10E:R,115A:R,118A:R,20A:R,21A:R,22A:R,23A:R,2A:R,31A:R,43A:R,61B:A,61B:R,71A:R,84A:R,89D:A,89D:R,89E:A,89E:R,942A:R,C14A:A,C14A:R,C6E:A,C6E:R,S11A:R",true,false,false,10585,"2021-09-19 02:31:27","2021-09-19 06:00:23"
12078,"Les Malandieres","43A:A,43A:R",true,false,false,9932,"2021-09-19 02:31:27","2021-09-19 06:00:23"
12110,"Barolles Gendarmerie","17B:R",true,false,false,10537,"2021-09-19 02:31:27","2021-09-19 06:00:23"
12111,"Barolles Gendarmerie","17B:A",true,false,false,10538,"2021-09-19 02:31:27","2021-09-19 06:00:23"
12130,"Gare de Limonest","61B:R",true,false,false,9698,"2021-09-19 02:31:27","2021-09-19 06:00:23"
12182,"Dardilly Les Longes","61B:A",true,false,false,9699,"2021-09-19 02:31:27","2021-09-19 06:00:23"
42335,"Centre Social Sauvegarde","19A:A",true,false,false,11029,"2021-09-19 02:31:27","2021-09-19 06:00:24"
42354,"R.N.6 - A. Pare","1EX:A,26A:R,29A:A,29A:R",true,false,false,9807,"2021-09-19 02:31:27","2021-09-19 06:00:24"
42681,"Voillot","C17A:A",true,false,false,10761,"2021-09-19 02:31:27","2021-09-19 06:00:24"
42743,"Hôtel de Ville L. Pradel","301A:R",true,false,false,118,"2021-09-19 02:31:27","2021-09-19 06:00:24"
43019,"Mendes France - Alsace","93A:R",true,false,false,11097,"2021-09-19 02:31:27","2021-09-19 06:00:24"
43120,"Montchat Place Ronde","C26A:R",true,false,false,687,"2021-09-19 02:31:27","2021-09-19 06:00:24"
43121,"Verlaine - 4 aout","C26A:R",true,false,false,4019,"2021-09-19 02:31:27","2021-09-19 06:00:24"
322,"Cailloux Mairie","77A:A,77A:R",false,false,false,1010,"2021-09-19 02:31:27","2021-09-19 06:00:21"
539,"Claude Farrere","C25B:R",true,false,false,1183,"2021-09-19 02:31:27","2021-09-19 06:00:21"
714,"Demi-Lune Clemenceau","55B:R,72C:R,86A:R,98G:R",true,false,false,1307,"2021-09-19 02:31:27","2021-09-19 06:00:21"
911,"Feuillat Freres Lumiere","C16A:A",true,false,false,1408,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1394,"La Gadiniere","78B:A",false,false,false,5998,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1418,"La Maillette","17B:A",true,false,false,6015,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1419,"La Maillette","17B:R",true,false,false,6016,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1565,"Le Quincieux","72C:R",false,false,false,1875,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1572,"Le Rontet","85A:A",true,false,false,1881,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1633,"Les Broussatieres","73D:R,73E:R",true,false,false,1928,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1634,"Les Bruyeres","33A:A,77A:A,9B:A",true,false,false,1931,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1908,"Marcy Vercheres","72C:R,98G:R,GE6A:A,GE6A:R",true,false,false,2145,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2350,"Place Docteurs Merieux","34A:R,C7B:R",true,false,false,2436,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2385,"Place Flammarion","2A:R,C18A:A",false,false,false,2447,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2430,"Professeur Guerin","66B:A,90B:A,PL3A:A",false,false,false,2479,"2021-09-19 02:31:27","2021-09-19 06:00:22"
